Time (days),Final Effluent COD - Total,Final Effluent BOD - Total Carbonaceous,Final Effluent N - Total Kjeldahl Nitrogen,Final Effluent P - Total P,Final Effluent pH,Final Effluent Total suspended solids,Final Effluent Volatile suspended solids,Final Effluent Gas - Dissolved oxygen,Final Effluent P - Soluble phosphate,Final Effluent N - Ammonia,Final Effluent N - Nitrate,Final Effluent N - Nitrite,Final Effluent Alkalinity,Final Effluent Flow,PST x3 COD - Total,PST x3 BOD - Total Carbonaceous,PST x3 N - Total Kjeldahl Nitrogen,PST x3 P - Total P,PST x3 pH,PST x3 Total suspended solids,PST x3 Volatile suspended solids,PST x3 Element HRT,PST x3 Gas - Dissolved oxygen,PST x3 P - Soluble phosphate,PST x3 N - Ammonia,PST x3 N - Nitrate,PST x3 N - Nitrite,PST x3 Alkalinity,PST x3 Flow,ML Recycle COD - Total,ML Recycle BOD - Total Carbonaceous,ML Recycle N - Total Kjeldahl Nitrogen,ML Recycle N - Total Kjeldahl Nitrogen (U),ML Recycle P - Total P,ML Recycle pH,ML Recycle Total suspended solids,ML Recycle Volatile suspended solids,ML Recycle Gas - Dissolved oxygen,ML Recycle P - Soluble phosphate,ML Recycle N - Ammonia,ML Recycle N - Ammonia (U),ML Recycle N - Nitrate,ML Recycle N - Nitrite,ML Recycle Alkalinity,ML Recycle Flow,ML Recycle Flow (S),FST x5 COD - Total,FST x5 BOD - Total Carbonaceous,FST x5 N - Total Kjeldahl Nitrogen,FST x5 P - Total P,FST x5 pH,FST x5 Total suspended solids,FST x5 Total suspended solids (U),FST x5 Volatile suspended solids,FST x5 Element HRT,FST x5 Gas - Dissolved oxygen,FST x5 P - Soluble phosphate,FST x5 N - Ammonia,FST x5 N - Nitrate,FST x5 N - Nitrite,FST x5 Alkalinity,FST x5 Flow,AERZ4 x2 (45) COD - Total,AERZ4 x2 (45) BOD - Total Carbonaceous,AERZ4 x2 (45) N - Total Kjeldahl Nitrogen,AERZ4 x2 (45) P - Total P,AERZ4 x2 (45) pH,AERZ4 x2 (45) Total suspended solids,AERZ4 x2 (45) Volatile suspended solids,AERZ4 x2 (45) Element HRT,AERZ4 x2 (45) Gas - Dissolved oxygen,AERZ4 x2 (45) P - Soluble phosphate,AERZ4 x2 (45) N - Ammonia,AERZ4 x2 (45) N - Nitrate,AERZ4 x2 (45) N - Nitrite,AERZ4 x2 (45) Alkalinity,AERZ4 x2 (45) Flow,AXZ1 x2 COD - Total,AXZ1 x2 BOD - Total Carbonaceous,AXZ1 x2 N - Total Kjeldahl Nitrogen,AXZ1 x2 P - Total P,AXZ1 x2 pH,AXZ1 x2 Total suspended solids,AXZ1 x2 Volatile suspended solids,AXZ1 x2 Element HRT,AXZ1 x2 Gas - Dissolved oxygen,AXZ1 x2 P - Soluble phosphate,AXZ1 x2 N - Ammonia,AXZ1 x2 N - Nitrate,AXZ1 x2 N - Nitrite,AXZ1 x2 Alkalinity,AXZ1 x2 Flow
42127.792,36.840597,5.158969,10.637674,3.556378,7.529742,9.429262,7.132973,0.000004,3.146489,8.962134,0.113552,3.24369,5.111147,58879,235.99934,116.0935,30.596504,5.74974,7.317881,72.196543,62.412424,3.324537,0.100003,4.691613,24.421534,0.020977,0.238561,6.204374,62779,1301.1145,492.62057,86.795044,86.795044,50.705864,7.516358,1129.5928,862.93983,0.998118,3.774273,9.657529,9.657529,0.364163,3.831287,5.048373,116779,54000,36.840597,5.158969,10.637674,3.556378,7.529742,9.429262,2318.9936,7.132973,4.324631,0.000004,3.146489,8.962134,0.113552,3.24369,5.111147,58879,1311.6868,499.06501,88.768575,50.594593,7.576005,1130.6613,868.35157,0.187189,2.001171,5.101436,11.9357,0.224678,2.282184,5.322675,170779,1326.3567,511.24689,91.218897,50.108777,7.444688,1120.3417,859.56762,0.204334,0.002268,4.704653,15.219992,0.005849,0.252801,5.68065,170779
42127.833,37.500762,5.283481,11.007399,3.782432,7.52735,9.585656,7.267468,0.000004,3.369708,9.308989,0.106282,3.311223,5.10822,61229,221.01767,108.61742,28.925745,5.516112,7.317803,68.255725,58.494535,3.204947,0.099706,4.51629,23.136253,0.020899,0.239697,6.203508,65129,1300.5326,492.96538,86.861383,86.861383,50.341167,7.518495,1127.9026,862.59773,1.001002,3.703474,9.752164,9.752164,0.357982,3.78764,5.064448,119129,54000,37.500762,5.283481,11.007399,3.782432,7.52735,9.585656,2357.8133,7.267468,4.236434,0.000004,3.369708,9.308989,0.106282,3.311223,5.10822,61229,1304.6281,496.91069,88.435015,50.018454,7.577541,1123.5258,863.70994,0.184648,2.002479,5.012531,11.993231,0.218967,2.237627,5.340323,173129,1320.2613,509.17268,90.761104,49.652857,7.443979,1115.4209,856.55915,0.201561,0.00231,4.664363,15.018679,0.005842,0.258312,5.691652,173129
42127.875,38.016835,5.391579,11.216433,3.916585,7.525641,9.741042,7.398991,0.000004,3.500475,9.495882,0.103426,3.390288,5.101169,61829,206.62559,101.44382,27.0098,5.189149,7.317688,64.591913,54.727867,3.17578,0.099216,4.270098,21.665649,0.020633,0.238579,6.202574,65729,1293.8323,490.90633,86.500471,86.500471,49.807588,7.520867,1121.3902,858.28662,1.001019,3.602573,9.754792,9.754792,0.350989,3.736245,5.084378,119729,54000,38.016835,5.391579,11.216433,3.916585,7.525641,9.741042,2380.4645,7.398991,4.214489,0.000004,3.500475,9.495882,0.103426,3.390288,5.101169,61829,1300.9298,495.89534,88.13435,49.636116,7.578445,1120.1248,861.57036,0.184011,2.000741,4.888794,11.836561,0.216211,2.214584,5.354166,173729,1319.8547,508.96959,90.435008,49.449546,7.443392,1116.7325,858.02745,0.200865,0.002337,4.571166,14.558956,0.005786,0.252065,5.697814,173729
42127.917,38.245072,5.437266,11.327468,3.970161,7.525128,9.78204,7.440647,0.000003,3.554807,9.594178,0.10165,3.452916,5.096484,61479,195.53263,95.914721,24.971114,4.945264,7.31772,61.770272,51.82778,3.192729,0.09908,4.086828,20.111137,0.020422,0.237714,6.20264,65379,1293.3182,491.01575,86.28821,86.28821,49.566043,7.522385,1121.1559,858.36454,1.000444,3.445599,9.480811,9.480811,0.349772,3.724405,5.094918,119379,54000,38.245072,5.437266,11.327468,3.970161,7.525128,9.78204,2380.425,7.440647,4.227262,0.000003,3.554807,9.594178,0.10165,3.452916,5.096484,61479,1302.3916,496.66156,87.915417,49.488707,7.578824,1122.0372,863.10338,0.184382,2.00073,4.699769,11.405204,0.217314,2.216552,5.359334,173379,1319.2165,508.58458,89.887438,49.280524,7.444192,1118.0884,859.2815,0.20127,0.002363,4.447348,13.907208,0.005839,0.25783,5.699056,173379
42127.958,38.109497,5.394858,11.378998,3.95959,7.526169,9.642925,7.341907,0.000003,3.551844,9.64791,0.099091,3.484663,5.0976,59729,186.99558,91.647069,23.279956,4.76,7.318017,59.646788,49.605972,3.280264,0.099951,3.950489,18.830561,0.020523,0.239642,6.204668,63629,1294.7725,491.68921,85.965502,85.965502,49.439554,7.523216,1123.3257,859.89936,1.000747,3.216194,8.938529,8.938529,0.354139,3.747935,5.094559,117629,54000,38.109497,5.394858,11.378998,3.95959,7.526169,9.642925,2363.23,7.341907,4.292309,0.000003,3.551844,9.64791,0.099091,3.484663,5.0976,59729,1304.9388,497.68265,87.557212,49.427471,7.578774,1125.3897,865.44206,0.186262,2.000009,4.463715,10.747098,0.221279,2.236708,5.355853,171629,1323.2458,509.79862,89.581687,49.354487,7.446979,1124.0123,863.73554,0.203322,0.002383,4.301435,13.186624,0.005986,0.273794,5.69465,171629
42128,37.767509,5.322023,11.37201,3.903156,7.527922,9.454385,7.20247,0.000003,3.504414,9.649883,0.096064,3.491759,5.103634,58429,180.82726,88.556532,21.981618,4.616719,7.318399,58.150549,48.008907,3.348462,0.101236,3.846283,17.851303,0.020848,0.243146,6.2073,62329,1298.5531,493.09835,85.634126,85.634126,49.452211,7.523603,1127.9226,863.0432,1.000841,2.963375,8.231843,8.231843,0.360695,3.776583,5.087901,116329,54000,37.767509,5.322023,11.37201,3.903156,7.527922,9.454385,2342.252,7.20247,4.34194,0.000003,3.504414,9.649883,0.096064,3.491759,5.103634,58429,1308.4511,498.92243,87.195447,49.460276,7.578772,1129.9224,868.44355,0.187684,2.000835,4.210843,10.010829,0.22576,2.256214,5.34856,170329,1322.9792,509.35523,89.076926,49.315712,7.449778,1125.9933,864.92187,0.204874,0.002407,4.139758,12.525692,0.006189,0.295406,5.690496,170329
42128.042,36.587938,4.95003,11.245039,3.79406,7.53359,8.602399,6.553525,0.000002,3.431314,9.581221,0.092532,3.487073,5.110508,48679,174.07021,85.082941,21.33226,4.648984,7.32008,56.419751,46.298593,3.967032,0.107762,3.892639,17.409199,0.022508,0.261045,6.220213,52579,1301.3251,493.8207,85.151997,85.151997,49.511687,7.522778,1132.418,865.60032,1.000917,2.606842,7.361438,7.361438,0.381033,3.93382,5.05718,106579,54000,36.587938,4.95003,11.245039,3.79406,7.53359,8.602399,2241.7258,6.553525,4.754234,0.000002,3.431314,9.581221,0.092532,3.487073,5.110508,48679,1320.855,503.2188,87.321508,49.923048,7.578358,1143.1595,877.62048,0.19908,1.994497,3.886354,9.134246,0.243104,2.390102,5.316833,160579,1360.1879,522.202,90.919176,50.918099,7.464269,1164.1837,893.33702,0.217314,0.002413,3.964094,11.676212,0.006674,0.357401,5.65545,160579
42128.083,35.194966,4.500869,11.043268,3.665448,7.540535,7.590906,5.780869,0.000002,3.344866,9.451422,0.089341,3.482328,5.115866,40729,167.4483,81.621993,21.271421,4.771356,7.322557,54.839094,44.650903,4.670548,0.1174,4.017078,17.438329,0.0253,0.290296,6.238778,44629,1324.9655,502.09267,85.878135,85.878135,50.469587,7.52041,1156.2998,882.41087,0.998574,2.179183,6.344554,6.344554,0.413628,4.182048,5.001467,98629,54000,35.194966,4.500869,11.043268,3.665448,7.540535,7.590906,2103.8446,5.780869,5.153227,0.000002,3.344866,9.451422,0.089341,3.482328,5.115866,40729,1352.2456,514.26597,88.606433,51.250758,7.578275,1174.3773,899.79759,0.209449,1.997303,3.445674,8.138022,0.26794,2.575033,5.262736,152629,1372.1365,525.2634,91.378661,51.699063,7.480229,1180.103,904.14784,0.228633,0.002481,3.713582,10.899689,0.007697,0.500446,5.611265,152629
42128.125,33.750262,4.021904,10.805822,3.53432,7.549765,6.520428,4.962516,0.000001,3.258178,9.291383,0.08661,3.481891,5.118823,31979,162.09785,78.728209,21.651758,5.002877,7.325956,53.850033,43.371585,5.803265,0.130923,4.235425,17.834914,0.02958,0.333898,6.263931,35879,1348.3802,509.87283,86.630813,86.630813,51.555387,7.517506,1180.9504,899.16534,1.002322,1.636626,5.285744,5.285744,0.455864,4.483929,4.929249,89879,54000,33.750262,4.021904,10.805822,3.53432,7.549764,6.520428,1966.9705,4.962516,5.677665,0.000001,3.258178,9.291383,0.08661,3.481891,5.118823,31979,1369.5134,519.59567,89.150355,52.178058,7.578652,1193.9232,912.46232,0.222187,1.999844,2.88818,7.181365,0.294562,2.766083,5.20175,143879,1394.6733,531.90056,92.48329,53.024629,7.497847,1206.4862,922.30441,0.242537,0.002592,3.374465,10.018063,0.00921,0.710563,5.546517,143879
42128.167,32.453605,3.586563,10.568177,3.412504,7.560724,5.554453,4.22396,0.000001,3.176426,9.124376,0.084456,3.486682,5.119641,24929,159.69473,77.253617,22.285529,5.360603,7.330026,53.600822,42.891753,7.212649,0.147491,4.556486,18.451838,0.035228,0.389602,6.293858,28829,1365.5247,514.99429,87.102219,87.102219,52.515672,7.514714,1200.6108,911.70082,1.004803,1.045849,4.29605,4.29605,0.498837,4.758242,4.855305,82829,54000,32.453605,3.586563,10.568177,3.412504,7.560724,5.554453,1837.2007,4.22396,6.184799,0.000001,3.176426,9.124376,0.084456,3.486682,5.119641,24929,1387.2116,524.75446,89.766035,53.241591,7.579228,1214.6834,925.47374,0.233635,2.002343,2.22979,6.215261,0.321726,2.94717,5.132736,136829,1404.6547,533.59018,92.795961,53.980941,7.512097,1221.6942,931.47266,0.255034,0.002745,2.974769,9.111072,0.011164,0.96123,5.474076,136829
42128.208,31.391394,3.230895,10.34253,3.30208,7.572231,4.773911,3.627154,0.000001,3.098362,8.956616,0.082994,3.496508,5.118771,20279,158.61729,76.413082,23.242088,5.757081,7.334386,53.799147,42.77521,8.588375,0.16564,4.909297,19.324512,0.041905,0.452788,6.325622,24179,1380.7108,519.13358,87.522136,87.522136,53.505433,7.511713,1218.8317,922.90654,1.008825,0.483185,3.374054,3.374054,0.540543,4.973192,4.783075,78179,54000,31.391394,3.230895,10.34253,3.30208,7.572231,4.773911,1734.7084,3.627154,6.571979,0.000001,3.098362,8.956616,0.082994,3.496508,5.118771,20279,1397.106,526.71395,89.951561,54.115463,7.579152,1228.7972,933.1764,0.241854,2.006508,1.587856,5.298329,0.345382,3.080907,5.064233,132179,1402.4519,530.65601,92.36673,54.526513,7.521524,1225.7079,931.82908,0.264006,0.002921,2.544536,8.255352,0.013444,1.220297,5.40217,132179
42128.25,30.552806,2.954467,10.125333,3.199138,7.583095,4.178046,3.171444,0.000001,3.020087,8.784494,0.082344,3.511526,5.116424,17579,159.77633,76.683775,24.314363,6.177302,7.338679,54.572913,43.249577,9.65801,0.18407,5.278456,20.286384,0.049194,0.518119,6.35673,21479,1387.2887,519.88875,87.505082,87.505082,54.253468,7.507176,1228.9149,928.19272,1.013884,0.142086,2.589888,2.589888,0.575689,5.082291,4.721942,75479,54000,30.552806,2.954467,10.125333,3.199138,7.583094,4.178046,1666.7476,3.171444,6.819877,0.000001,3.020087,8.784494,0.082344,3.511526,5.116424,17579,1395.621,524.28254,89.500452,54.62642,7.579415,1232.5363,933.07567,0.246897,2.00969,1.058906,4.498083,0.362641,3.151681,5.004141,129479,1394.3702,525.59658,91.597633,54.851413,7.526711,1223.8383,927.72438,0.269511,0.003088,2.159123,7.504672,0.015692,1.457923,5.336858,129479
42128.292,29.907583,2.74966,9.902546,3.095958,7.591627,3.751882,2.845165,0.000001,2.934448,8.595069,0.082792,3.533459,5.11237,16679,163.34226,78.178355,25.451458,6.584106,7.342528,55.892855,44.344223,10.076327,0.201161,5.632237,21.285778,0.05645,0.57863,6.384453,20579,1384.4286,517.08121,87.025355,87.025355,54.694161,7.502754,1229.8406,926.94123,1.01602,0.04504,1.995744,1.995744,0.599364,5.073025,4.678746,74579,54000,29.907583,2.74966,9.902546,3.095958,7.591627,3.751882,1629.1973,2.845165,6.906719,0.000001,2.934448,8.595069,0.082792,3.533459,5.11237,16679,1386.7282,519.08934,88.66703,54.88107,7.578665,1229.1559,927.82683,0.248625,2.011362,0.672933,3.850997,0.373096,3.185411,4.954726,128579,1379.8323,518.33032,90.49196,54.852738,7.527975,1214.978,918.7026,0.271397,0.003194,1.890687,6.940432,0.017301,1.643993,5.286166,128579
42128.333,29.463462,2.626507,9.634314,2.974091,7.593651,3.527876,2.672399,0.000001,2.821447,8.346591,0.085486,3.569953,5.105028,18829,169.67744,81.139647,26.659568,6.919083,7.345105,57.826147,46.120793,9.131493,0.213187,5.915344,22.296293,0.062296,0.621608,6.402422,22729,1374.5404,511.72388,86.248728,86.248728,54.879363,7.502124,1224.0454,920.77469,1.012992,0.029529,1.615688,1.615688,0.606906,4.969874,4.655768,76729,54000,29.463462,2.626507,9.634314,2.974091,7.593651,3.527876,1634.6297,2.672399,6.702824,0.000001,2.821447,8.346591,0.085486,3.569953,5.105028,18829,1370.437,511.27935,87.501882,54.818133,7.577995,1218.1463,917.36401,0.244536,2.011118,0.495958,3.438482,0.372961,3.1835,4.922593,130729,1352.5392,506.77703,88.839375,54.235784,7.52441,1192.691,900.0743,0.266934,0.003156,1.776214,6.804502,0.017185,1.726706,5.268789,130729
42128.375,29.316918,2.634048,9.214425,2.785313,7.582721,3.64744,2.758864,0.000005,2.626328,7.923694,0.094552,3.646082,5.088435,26679,181.45961,87.02661,27.915577,7.092099,7.344731,60.97181,49.215425,6.80256,0.212868,6.035939,23.241783,0.064055,0.624179,6.39785,30579,1354.2363,502.71509,85.039748,85.039748,54.616595,7.505049,1208.3308,907.33821,1.005551,0.037528,1.540402,1.540402,0.58787,4.769645,4.661924,84579,54000,29.316918,2.634048,9.214425,2.785313,7.582721,3.64744,1721.1101,2.758864,6.050645,0.000005,2.626328,7.923694,0.094552,3.646082,5.088435,26679,1338.3125,497.94378,85.687782,54.043656,7.578995,1191.4129,895.82293,0.230684,2.00822,0.54972,3.509732,0.351245,3.044773,4.934107,138579,1307.4767,489.64686,86.598024,52.799197,7.512687,1150.7942,867.36639,0.251813,0.002929,1.919851,7.49999,0.014658,1.626557,5.312375,138579
42128.417,29.958894,2.972111,8.392212,2.421575,7.557263,4.656797,3.512367,0.000024,2.215687,7.038359,0.124273,3.827732,5.043384,43979,203.16301,98.228464,29.268691,6.995943,7.339279,66.274028,54.712961,4.354833,0.191042,5.883481,24.088577,0.058047,0.55706,6.355075,47879,1310.7086,485.63337,82.907806,82.907806,53.345252,7.512065,1170.487,877.74962,0.994851,0.124508,2.125745,2.125745,0.520568,4.361302,4.730768,101879,54000,29.958894,2.972111,8.392212,2.421575,7.557263,4.656797,1940.7997,3.512367,4.982292,0.000024,2.215687,7.038359,0.124273,3.827732,5.043384,43979,1277.2927,474.70393,82.834472,52.005027,7.581842,1135.9596,853.9949,0.205082,2.003356,1.013631,4.595664,0.295469,2.610109,5.033338,155879,1246.7316,468.71763,84.070338,50.480037,7.490205,1087.9165,819.91971,0.223866,0.002692,2.37489,9.426522,0.01113,1.312213,5.431482,155879
42128.458,32.454397,4.026318,6.974257,1.836879,7.531127,7.560904,5.680711,0.000055,1.496234,5.427397,0.197006,4.143401,4.945462,66629,230.66564,112.60518,30.614812,6.638913,7.329977,72.718579,61.568057,2.960257,0.152906,5.484197,24.803362,0.045082,0.432936,6.285165,70529,1234.7946,457.72457,79.762652,79.762652,50.618439,7.52175,1099.8775,825.34012,0.993936,0.742119,3.999122,3.999122,0.410469,3.715677,4.895526,124529,54000,32.454397,4.026318,6.974257,1.836879,7.531127,7.560904,2249.9591,5.680711,4.046788,0.000055,1.496234,5.427397,0.197006,4.143401,4.945462,66629,1198.9494,446.5467,79.787808,49.021678,7.582204,1060.1668,799.18388,0.179063,1.999691,2.089404,6.986427,0.224163,2.120186,5.204283,178529,1202.1514,455.72964,82.70793,48.360212,7.465622,1033.3254,779.92726,0.195464,0.002622,2.91114,11.973313,0.008145,0.895589,5.567011,178529
42128.5,35.173536,5.142669,5.626257,1.30686,7.517919,10.599863,7.948234,0.000042,0.824768,3.879267,0.275639,4.334753,4.848767,77129,252.26144,123.91852,31.697508,6.377045,7.322394,77.731715,66.920893,2.577602,0.121728,5.186026,25.384724,0.032989,0.324755,6.2308,81029,1171.3495,435.7518,77.780787,77.780787,48.056736,7.527054,1036.273,780.5149,0.991989,1.865303,6.570061,6.570061,0.326848,3.292078,5.059242,135029,54000,35.173536,5.142669,5.626257,1.30686,7.517919,10.599863,2434.3705,7.948234,3.722746,0.000042,0.824768,3.879267,0.275639,4.334753,4.848767,77129,1168.4237,437.1895,79.466383,47.59421,7.582351,1024.769,776.19428,0.169117,1.988701,3.257847,9.362911,0.185602,1.916227,5.324786,189029,1206.0907,460.27746,83.67175,47.957746,7.451059,1025.184,775.80992,0.184607,0.002513,3.324032,13.652531,0.006075,0.53877,5.637793,189029
42128.542,36.409393,5.672343,5.248035,1.123578,7.515746,11.952155,8.964843,0.000023,0.580612,3.419446,0.296609,4.205609,4.832703,78379,266.79992,131.49159,32.597558,6.255954,7.317953,80.972471,70.534456,2.538537,0.103016,5.039708,25.93534,0.024824,0.256306,6.200212,82279,1168.2962,436.54934,78.767356,78.767356,47.627505,7.5288,1026.6501,776.66314,0.989978,2.759075,8.391578,8.391578,0.293957,3.194306,5.132876,136279,54000,36.409393,5.672343,5.248035,1.123578,7.515746,11.952155,2472.3745,8.964843,3.687594,0.000023,0.580612,3.419446,0.296609,4.205609,4.832703,78379,1184.2238,445.08935,81.186406,47.781939,7.583066,1031.8734,785.01805,0.168006,1.988301,4.050244,10.806076,0.174867,1.900754,5.366062,190279,1223.5414,469.12658,84.971896,47.889666,7.437433,1032.2106,784.07712,0.183394,0.002404,3.677634,14.612308,0.005092,0.286218,5.666576,190279
42128.583,36.566617,5.739327,5.93241,1.35069,7.519882,11.929011,8.963114,0.000012,0.812865,4.114087,0.260592,3.883546,4.893424,74029,271.40344,133.92442,33.200212,6.221043,7.315989,81.979657,71.644949,2.679876,0.094571,4.993232,26.33725,0.020383,0.222874,6.187717,77929,1188.6208,445.87701,80.444363,80.444363,47.922084,7.527314,1039.0556,789.05062,0.991479,3.276406,9.326174,9.326174,0.289164,3.270936,5.139302,131929,54000,36.566617,5.739327,5.93241,1.35069,7.519882,11.929011,2449.5394,8.963114,3.812886,0.000012,0.812865,4.114087,0.260592,3.883546,4.893424,74029,1210.2402,456.61991,82.978713,48.179898,7.582472,1049.1142,801.31374,0.171937,1.991449,4.551665,11.541421,0.17633,1.962986,5.366179,185929,1252.7248,481.43184,86.798525,48.333327,7.423589,1053.8695,803.6268,0.187685,0.002308,4.009456,15.06057,0.004659,0.155992,5.673393,185929
42128.625,36.447613,5.626286,7.142039,1.823986,7.52521,11.362834,8.557838,0.000007,1.316854,5.365,0.20528,3.565253,4.978431,68879,273.40546,134.95295,33.215928,6.214985,7.315465,82.312522,72.134092,2.86899,0.092156,4.988063,26.344149,0.018328,0.211225,6.185206,72779,1216.7956,457.9315,82.192448,82.192448,48.409612,7.524286,1059.4107,807.17078,0.992429,3.578604,9.715737,9.715737,0.295441,3.406201,5.119975,126779,54000,36.447613,5.626286,7.142039,1.823986,7.52521,11.362834,2405.2972,8.557838,3.972689,0.000007,1.316854,5.365,0.20528,3.565253,4.978431,68879,1239.7257,469.19346,84.745554,48.679843,7.580684,1070.6901,820.48893,0.176835,1.993324,4.87427,11.87737,0.182913,2.051758,5.355154,180779,1279.643,492.69311,88.347683,48.750885,7.422238,1074.8389,822.45866,0.193031,0.002249,4.278996,15.267971,0.004582,0.137691,5.677483,180779
42128.667,36.333311,5.45498,8.373704,2.346698,7.529593,10.654542,8.044557,0.000005,1.876329,6.641631,0.156175,3.343933,5.050174,63879,270.68296,133.5636,32.896926,6.195442,7.315805,81.413812,71.423026,3.08001,0.093197,4.983549,26.119258,0.017729,0.212605,6.188258,67779,1244.0399,469.42407,83.723404,83.723404,48.865928,7.521399,1079.929,824.99259,0.993859,3.727886,9.830101,9.830101,0.305633,3.555289,5.097539,121779,54000,36.333311,5.45498,8.373704,2.346698,7.529593,10.654542,2358.0025,8.044557,4.141196,0.000005,1.876329,6.641631,0.156175,3.343933,5.050174,63879,1266.0946,480.3809,86.20054,49.097712,7.578806,1090.4365,837.82754,0.181865,1.99453,5.04742,11.98515,0.190526,2.141522,5.344611,175779,1303.4922,502.45438,89.713076,49.166181,7.427995,1094.4612,839.80988,0.198522,0.002218,4.478488,15.335635,0.004674,0.152325,5.680818,175779
42128.708,36.415316,5.327103,9.415196,2.82358,7.53203,10.085167,7.633794,0.000004,2.383264,7.714238,0.120479,3.22631,5.097691,60929,262.25137,129.30519,32.363389,6.114125,7.31638,79.114895,69.232904,3.219733,0.095393,4.935444,25.730724,0.017823,0.219556,6.192837,64829,1268.2362,479.58916,85.010106,85.010106,49.251002,7.519332,1098.4294,840.94544,0.995317,3.783967,9.811975,9.811975,0.314445,3.675555,5.080856,118829,54000,36.415316,5.327103,9.415196,2.82358,7.53203,10.085167,2325.4125,7.633794,4.247492,0.000004,2.383264,7.714238,0.120479,3.22631,5.097691,60929,1286.8782,489.22941,87.327526,49.376757,7.57765,1106.0301,851.57284,0.184969,1.996816,5.125645,12.009624,0.196161,2.206766,5.339058,172829,1316.5919,507.93997,90.535025,49.271955,7.434944,1105.3165,849.9715,0.201911,0.002219,4.61185,15.389875,0.004835,0.1812,5.685492,172829
42128.75,36.496105,5.198782,10.174533,3.199833,7.533392,9.56968,7.260372,0.000003,2.786321,8.498729,0.097807,3.193259,5.121959,57729,250.88676,123.56797,31.718881,5.910836,7.31718,76.046291,66.285645,3.386372,0.098551,4.798534,25.260436,0.018362,0.230148,6.198891,61629,1284.5606,486.55045,85.876998,85.876998,49.419341,7.518316,1110.7608,851.7724,0.997114,3.763113,9.764938,9.764938,0.321972,3.777259,5.069311,115629,54000,36.496105,5.198782,10.174533,3.199833,7.533392,9.56968,2296.7058,7.260372,4.369143,0.000003,2.786321,8.498729,0.097807,3.193259,5.121959,57729,1301.1444,495.33778,88.132892,49.510079,7.577161,1116.8568,861.16,0.188458,1.997348,5.120176,11.995257,0.201283,2.265489,5.335144,169629,1330.6806,513.38361,91.420774,49.515152,7.442275,1118.5209,861.44066,0.20572,0.002226,4.664951,15.301736,0.004991,0.212598,5.684145,169629
42128.792,36.918088,5.210487,10.728727,3.502878,7.532312,9.420844,7.163642,0.000004,3.099882,9.051548,0.084449,3.21961,5.130042,58879,235.98029,116.09457,30.526212,5.705397,7.317544,72.149254,62.400589,3.324537,0.100005,4.652148,24.353452,0.018684,0.23686,6.20147,62779,1298.2563,492.34349,86.684499,86.684499,49.565072,7.518576,1121.4365,861.00591,0.998123,3.717398,9.754937,9.754937,0.323775,3.810314,5.069139,116779,54000,36.918088,5.210487,10.728727,3.502878,7.532312,9.420844,2301.926,7.163642,4.324631,0.000004,3.099882,9.051548,0.084449,3.21961,5.130042,58879,1308.8966,498.81214,88.636102,49.462348,7.577765,1122.563,866.46072,0.187189,2.001058,5.054643,12.008472,0.201194,2.269116,5.340049,170779,1323.5478,510.98323,91.048016,48.994417,7.445507,1112.3055,857.66019,0.204334,0.002269,4.661903,15.256358,0.00514,0.244625,5.691681,170779
42128.833,37.582556,5.337981,11.100717,3.727032,7.529956,9.576618,7.297856,0.000004,3.321272,9.400735,0.077898,3.285924,5.127453,61229,220.99916,108.61871,28.85594,5.471908,7.317471,68.208853,58.48289,3.204947,0.099707,4.476927,23.06864,0.018612,0.237974,6.200633,65129,1297.7328,492.70243,86.753329,86.753329,49.217347,7.52073,1119.8729,860.70221,1.00098,3.646232,9.848696,9.848696,0.318336,3.766699,5.085035,119129,54000,37.582556,5.337981,11.100717,3.727032,7.529956,9.576618,2340.6785,7.297856,4.236434,0.000004,3.321272,9.400735,0.077898,3.285924,5.127453,61229,1301.8434,496.6485,88.301934,48.905761,7.579152,1115.533,861.82097,0.184648,2.002446,4.96511,12.065248,0.196126,2.22461,5.357463,173129,1317.515,508.92334,90.592874,48.557517,7.444903,1107.5281,854.6929,0.201561,0.002311,4.620569,15.054002,0.005136,0.250156,5.70257,173129
42128.875,38.101785,5.448228,11.312329,3.85877,7.528288,9.731646,7.429298,0.000003,3.449677,9.590251,0.075159,3.363995,5.120825,61829,206.60759,101.44529,26.940573,5.145209,7.317356,64.545552,54.716413,3.17578,0.099217,4.230947,21.59859,0.018374,0.236847,6.199725,65729,1291.0589,490.64257,86.392586,86.392586,48.70325,7.523015,1113.4788,856.40771,1.001004,3.545309,9.849953,9.849953,0.31215,3.715282,5.104698,119729,54000,38.101785,5.448228,11.312329,3.85877,7.528289,9.731646,2363.3611,7.429298,4.214489,0.000003,3.449677,9.590251,0.075159,3.363995,5.120825,61829,1298.1823,495.63897,88.002317,48.539908,7.580156,1112.2425,859.7057,0.184011,2.000743,4.840909,11.907474,0.193702,2.201614,5.371121,173729,1317.1233,508.721,90.267504,48.364838,7.444224,1108.9037,856.17156,0.200865,0.002338,4.526856,14.594392,0.005087,0.243917,5.70874,173729
